title,contentType,rating,votes,cluster
Seduced by a Killer,movie,4.9,353.0,5
This Is Meg,movie,5.6,353.0,4
"Hollywoodism: Jews, Movies and the American Dream",movie,7.2,353.0,1
Frankenstein 90,movie,4.5,353.0,5
Murder in the Blue Room,movie,5.9,353.0,4
Detective School Dropouts,movie,5.4,353.0,4
Tulennielijä,movie,6.6,353.0,4
Hidamari ga kikoeru,movie,6.7,353.0,4
Lover Boy,movie,5.0,353.0,4
Dancing Pirate,movie,5.0,353.0,2
Dead Right,movie,6.5,353.0,6
La cucina,movie,4.8,353.0,4
The Park Bench,movie,6.4,353.0,4
Load Shedding,movie,7.6,353.0,4
Sokrovishcha O.K.,movie,3.0,353.0,2
A New Christmas,movie,5.2,353.0,4
Getting Even,movie,4.4,353.0,2
Una familia de tantas,movie,7.8,353.0,4
Nootokka Zillala Andagaadu,movie,6.4,353.0,4
Batman: Arkham Knight,movie,6.9,353.0,6
Sequences,movie,7.6,353.0,4
The Gold Diggers,movie,6.0,353.0,4
NWR (Nicolas Winding Refn),movie,7.2,353.0,3
Body High,movie,5.9,353.0,4
The Halt,movie,6.8,353.0,4
Hidalgo. La historia jamás contada,movie,6.5,353.0,1
Surviving 9/11,movie,7.9,353.0,3
Freak Dance,movie,4.5,353.0,0
The Great Sioux Uprising,movie,5.5,353.0,4
Live Evil,movie,4.0,353.0,5
Baarish Aur Chowmein,movie,6.1,353.0,4
Reka,movie,6.7,353.0,4
Cero y van 4,movie,6.6,353.0,4
Majesteit,movie,6.4,353.0,4
Il gaucho,movie,6.8,353.0,4
Clans of Intrigue,movie,6.9,353.0,2
Jomblo,movie,7.2,353.0,4
Hitler--Dead or Alive,movie,4.8,353.0,5
Sneham Kosam,movie,6.4,353.0,4
Passport to Suez,movie,6.2,353.0,4
The Web of Death,movie,6.1,353.0,4
Four Springs,movie,7.5,353.0,3
Never Forget,movie,4.3,353.0,5
El extra,movie,6.9,353.0,4
Sapore di mare 2 - Un anno dopo,movie,5.1,353.0,4
Scary Girl,movie,6.5,353.0,6
"Doin' It in the Park: Pick-Up Basketball, NYC",movie,7.4,353.0,1
The Iceman Ducketh,movie,6.7,353.0,6
Isola: Multiple Personality Girl,movie,5.2,353.0,5
Boston Blackie Booked on Suspicion,movie,6.4,353.0,4
Ernie & Joe: Crisis Cops,movie,8.0,353.0,3
Hockney,movie,6.7,353.0,3
Spear of Destiny,movie,4.5,353.0,2
Faccia di Picasso,movie,5.0,353.0,4
Thirumannam Ennum Nikkah,movie,5.1,353.0,4
Ivan Veramaathiri,movie,6.0,353.0,5
Goof on the Roof,movie,7.5,353.0,6
The Struggle,movie,6.0,353.0,4
Piola,movie,6.4,353.0,4
Canary,movie,7.0,353.0,4
The Metamorphosis of Mr. Samsa,movie,6.8,353.0,6
2Bobule,movie,5.0,353.0,4
180° moires,movie,4.4,353.0,4
Secrets,movie,8.5,353.0,4
L'ex-femme de ma vie,movie,5.0,353.0,4
Votez Bougon,movie,5.3,353.0,4
El viento,movie,6.9,353.0,4
Often an Orphan,movie,7.1,353.0,2
Mama Manchu Alludu Kanchu,movie,5.9,353.0,4
Dare mo mamotte kurenai,movie,6.8,353.0,4
Joanna,movie,6.8,353.0,6
A Perfect Son,movie,6.4,353.0,4
Who Scent You?,movie,6.7,353.0,6
One Can Always Dream,movie,5.1,353.0,4
Moonzund,movie,7.3,353.0,1
To Sleep Next to Her,movie,6.7,353.0,4
Shinobi No Mono 2: Vengeance,movie,7.0,353.0,4
Dumb Bell of the Yukon,movie,6.5,353.0,6
Got My Eye on You,movie,6.8,353.0,4
A Phantasy,movie,6.2,353.0,6
"Comfort the Disturbed, Disturb the Comforted",movie,8.3,353.0,4
The Colors of Fire,movie,6.8,352.0,1
The Influencer,movie,5.8,352.0,4
Is There a Killer in My Family?,movie,5.0,352.0,5
Crayon Shin-chan: Shrouded in Mystery! The Flowers of Tenkasu Academy,movie,7.2,352.0,2
La Verónica,movie,6.1,352.0,4
Lorca and the Outlaws,movie,3.3,352.0,5
Backwater,movie,6.2,352.0,4
Mon Guerlain: Notes of a Woman,movie,6.2,352.0,6
Doll House,movie,2.1,352.0,5
Death in Small Doses,movie,5.6,352.0,5
Tamango,movie,6.4,352.0,1
About Hope,movie,5.2,352.0,4
Ogroff,movie,4.6,352.0,5
Dr. Gillespie's Criminal Case,movie,6.1,352.0,5
Deadman Standing,movie,4.8,352.0,5
Fatal Conflict,movie,3.5,352.0,5
Going Down,movie,4.0,352.0,4
London Suite,movie,5.1,352.0,4
Raging Angels,movie,3.3,352.0,5
Bob and the Monster,movie,7.4,352.0,3
Fatal Frames,movie,3.9,352.0,5
Peyote,movie,5.9,352.0,4
The Perfect Tenant,movie,4.6,352.0,5
David's Mother,movie,6.3,352.0,4
"Europe, She Loves",movie,6.4,352.0,3
Monster High: Electrified,movie,5.5,352.0,2
Ultimate Fights from the Movies,movie,6.1,352.0,3
The Suffering,movie,4.8,352.0,5
Lion of Oz,movie,5.6,352.0,0
Death Steps in the Dark,movie,5.6,352.0,5
The Brainiacs.com,movie,5.3,352.0,4
"Ok, está bien...",movie,7.2,352.0,4
Future Fear,movie,2.7,352.0,5
Wedding in White,movie,6.5,352.0,4
Chicago Deadline,movie,6.4,352.0,4
That Old Dream That Moves,movie,6.7,352.0,4
Profoundly Normal,movie,6.7,352.0,4
"Betty Boop, M.D.",movie,7.1,352.0,6
Ratchakan,movie,6.3,352.0,4
The Fall of the Louse of Usher: A Gothic Tale for the 21st Century,movie,4.3,352.0,5
Marshal Law,movie,4.4,352.0,5
Forza Bastia,movie,6.0,352.0,6
1/2 New Year,movie,4.3,352.0,4
Black Sheep of Whitehall,movie,6.7,352.0,4
Der plötzliche Reichtum der armen Leute von Kombach,movie,7.0,352.0,4
Violent Road,movie,6.0,352.0,2
Francis in the Haunted House,movie,5.6,352.0,4
The Cult That Stole Children: Inside the Family,movie,6.3,352.0,3
The Good News,movie,9.7,352.0,6
Aznavour by Charles,movie,7.2,352.0,3
A Boy from Calabria,movie,6.9,352.0,4
Rowthiram,movie,5.0,352.0,4
Middletown,movie,5.9,352.0,4
Naughty But Nice,movie,6.1,352.0,0
"Rudy, the Racing Pig",movie,4.9,352.0,4
"Creating the World of Harry Potter, Part 1: The Magic Begins",movie,8.0,352.0,3
Four Days,movie,5.5,352.0,4
Disorder,movie,6.4,352.0,4
The Mysterious Boy,movie,6.3,352.0,2
A Gander at Mother Goose,movie,6.4,352.0,6
Le baltringue,movie,1.8,352.0,4
Dear Nathan Hello Salma,movie,7.0,352.0,4
Quelques messieurs trop tranquilles,movie,5.6,352.0,5
Dahan,movie,7.7,352.0,4
Going to Kansas City,movie,5.5,352.0,5
Dick Tracy's G-Men,movie,6.5,352.0,5
Pietro wyzej,movie,7.6,352.0,4
Fuelin' Around,movie,7.4,352.0,6
Keep Quiet,movie,6.8,352.0,3
April Showers,movie,6.1,352.0,0
Totò e i re di Roma,movie,6.5,352.0,4
Another Froggy Evening,movie,6.5,352.0,2
Mookie,movie,4.1,352.0,4
Killer Housewives,movie,5.0,352.0,4
Once Upon a Wintertime,movie,6.5,352.0,6
Teen Thay Bhai,movie,4.3,352.0,4
Iw'a wishshak,movie,4.4,352.0,4
Cowboy Forever,movie,6.3,352.0,6
The Little Comedian,movie,6.8,352.0,4
Knights Must Fall,movie,7.2,352.0,6
Method to the Madness of Jerry Lewis,movie,7.2,352.0,3
In the Land of the Deaf,movie,7.6,352.0,3
Drug,movie,7.5,352.0,4
Santa's Surprise,movie,6.1,352.0,6
Red Hot Rangers,movie,6.5,352.0,6
Don't Be Tired!,movie,6.7,352.0,4
Slide Donald Slide,movie,6.9,352.0,2
What Price Porky,movie,6.7,352.0,6
The House of Darkness,movie,6.1,352.0,6
Bay Ganyo tragna po Evropa,movie,8.4,352.0,4
Bicycliste,movie,6.0,352.0,6
Class of 83,movie,7.0,352.0,3
Bíódagar,movie,6.5,352.0,4
Bokmyeon dalho,movie,6.3,352.0,4
Totò contro i quattro,movie,6.5,352.0,4
Just Around the Corner,movie,7.0,352.0,6
Ticket to Jerusalem,movie,4.9,352.0,4
Grandhotel,movie,6.0,352.0,4
Magic Bricks,movie,5.7,352.0,6
Syrinx,movie,6.9,352.0,6
Die Häupter meiner Lieben,movie,5.4,352.0,4
Karantina XII,movie,3.4,352.0,5
Bains en mer,movie,5.2,352.0,6
All My Loving,movie,6.3,351.0,4
Merry Kiss Cam,movie,6.2,351.0,4
Baby Sister,movie,5.5,351.0,4
Angel 4: Undercover,movie,4.0,351.0,4
Wicked Women,movie,4.6,351.0,5
Sweet Temptation,movie,6.4,351.0,4
"My Lover, My Son",movie,5.0,351.0,4
The True Story of Killing Pablo,movie,7.3,351.0,1
Göta kanal - Vinna eller försvinna,movie,4.6,351.0,4
The Exotic Time Machine,movie,3.7,351.0,5
Becoming Nobody,movie,7.5,351.0,3
Evita Peron,movie,5.8,351.0,1
White Trash,movie,5.0,351.0,5
Her Dark Past,movie,5.1,351.0,5
The Devil's Child,movie,3.2,351.0,5
Revenge of the Virgins,movie,3.6,351.0,4
Pip,movie,7.0,351.0,6
La revanche des Crevettes Pailletées,movie,6.1,351.0,4
The Cats Bah,movie,6.9,351.0,6
Pride of Lions,movie,3.7,351.0,2
The Plot Against Harry,movie,6.9,351.0,4
XXL,movie,4.1,351.0,4
Kureyon Shinchan: Hendarando no Daiboken,movie,7.0,351.0,2
The Ghost of Greville Lodge,movie,5.7,351.0,5
The Hired Heart,movie,6.2,351.0,4
The Ecstasy of Wilko Johnson,movie,7.6,351.0,3
Jassy,movie,6.4,351.0,4
Kikoriki: Legend of the Golden Dragon,movie,5.5,351.0,2
Underbelly Files: Tell Them Lucifer Was Here,movie,6.8,351.0,4
"Daddy You, Daughter Me",movie,6.3,351.0,4
4 Wedding Planners,movie,3.7,351.0,4
My Husband's Secret Wife,movie,4.7,351.0,5
Perry Mason: The Case of the Ruthless Reporter,movie,7.0,351.0,5
Melody Cruise,movie,6.0,351.0,0
No Place to Hide: The Rehtaeh Parsons Story,movie,7.4,351.0,3
Carrossel: O Filme,movie,5.3,351.0,4
Kubot: The Aswang Chronicles 2,movie,6.9,351.0,5
Ninja Immovable Heart,movie,1.6,351.0,4
Wa Islamah,movie,6.5,351.0,1
XY Chelsea,movie,5.4,351.0,3
My Own Country,movie,6.8,351.0,4
"All's Well, Ends Well 2012",movie,5.0,351.0,4
Ierey-san. Ispoved samuraya,movie,5.9,351.0,4
Mystery of the Sphinx,movie,7.0,351.0,3
Head Games,movie,7.4,351.0,3
The Crypt Monster,movie,5.1,351.0,2
The London Nobody Knows,movie,7.4,351.0,3
Chatterbox,movie,5.9,351.0,4
Guns of Darkness,movie,6.1,351.0,4
The Trainer,movie,4.5,351.0,5
Pharos of Chaos,movie,7.0,351.0,3
Bosch: The Garden of Dreams,movie,6.9,351.0,3
The Channel,movie,3.2,351.0,5
Aryan: Unbreakable,movie,4.4,351.0,4
Dancing Machine,movie,4.1,351.0,5
Shenmue: The Movie,movie,7.1,351.0,2
The Plague,movie,6.9,351.0,4
Bossgiri,movie,5.0,351.0,5
Frog-g-g!,movie,4.2,351.0,5
Prison Planet,movie,2.7,351.0,5
Barrage,movie,5.9,351.0,4
The Tale of Iya,movie,7.0,351.0,4
Inspector Vikram,movie,5.3,351.0,4
Deadly Revenge,movie,4.4,351.0,5
The Custodian,movie,5.4,351.0,4
Conquest of Cochise,movie,5.4,351.0,4
Travelling North,movie,6.9,351.0,4
The Life and Hard Times of Guy Terrifico,movie,6.4,351.0,4
Blue Season,movie,5.2,351.0,6
Last Screening,movie,5.6,351.0,5
New Year,movie,4.8,351.0,4
Shapludu (Bengali),movie,7.4,351.0,5
Appiness,movie,4.7,351.0,4
Everyone Stares: The Police Inside Out,movie,6.8,351.0,3
La cena di Natale,movie,4.7,351.0,4
Gaze,movie,6.5,351.0,3
Liberation: The Last Assault,movie,7.7,351.0,1
Hero Hindustani,movie,4.9,351.0,4
Wo hu,movie,6.0,351.0,5
Terminal F/Chasing Edward Snowden,movie,7.3,351.0,3
An Afternoon,movie,6.4,351.0,6
Sultan Gelin,movie,6.7,351.0,4
Alles voor elkaar,movie,5.4,351.0,4
Miquette et sa mère,movie,6.2,351.0,4
We Believe in Dinosaurs,movie,6.5,351.0,3
Socios por accidente,movie,3.4,351.0,2
Sotter Mrittu Nei,movie,8.1,351.0,4
Yearbook,movie,7.5,351.0,6
Ladies and Gentleman,movie,3.7,351.0,4
Into the Breach: 'Saving Private Ryan',movie,7.1,351.0,6
Aunt Rose,movie,3.9,351.0,5
Salaryman Kintaro,movie,5.7,351.0,4
Mirka,movie,6.5,351.0,4
Duel au pistolet,movie,6.0,351.0,6
The Magic City,movie,7.2,351.0,4
"Yvonne Orji: Momma, I Made It",movie,7.0,351.0,3
Näköradiomiehen ihmeelliset siekailut,movie,5.1,351.0,4
"God Respects Us When We Work, But Loves Us When We Dance",movie,6.4,351.0,6
"Listen, Judge",movie,7.3,351.0,6
Tacoma Narrows Bridge Collapse,movie,7.0,351.0,6
La poulette grise,movie,6.2,351.0,0
Growing Out,movie,3.8,351.0,5
Leftovers from the North,movie,6.0,351.0,4
In Search of Darkness: Part III,movie,7.9,350.0,3
I Am the Abyss,movie,5.6,350.0,5
Church People,movie,5.3,350.0,4
Fantasies,movie,3.0,350.0,4
Party Camp,movie,4.1,350.0,4
School for Sex,movie,3.7,350.0,4
Ruby's Bucket of Blood,movie,6.1,350.0,4
Even Lovers Get the Blues,movie,5.3,350.0,4
Local Utpaat,movie,8.5,350.0,4
A Bunny's Tale,movie,5.8,350.0,4
Olga's House of Shame,movie,4.3,350.0,4
The Legend of the Five,movie,3.3,350.0,2
Kaalo,movie,3.5,350.0,5
Fangs,movie,5.1,350.0,5
Runner,movie,6.6,350.0,5
Deadly Isolation,movie,4.8,350.0,5
Jig,movie,6.6,350.0,0
The Nights Before Christmas,movie,3.8,350.0,5
Dracula (the Dirty Old Man),movie,3.5,350.0,5
Commitment Phobia,movie,5.7,350.0,4
Prison of Secrets,movie,5.9,350.0,4
Dreams Come True,movie,5.4,350.0,2
The Busy Body,movie,5.5,350.0,4
"Murder Me, Murder You",movie,6.6,350.0,5
Schemes in Antiques,movie,6.0,350.0,2
Kids of the Round Table,movie,5.1,350.0,2
The Worst of Faces of Death,movie,3.2,350.0,5
Trader Hornee,movie,3.9,350.0,2
Combat Obscura,movie,6.7,350.0,3
The Stay Awake,movie,2.6,350.0,5
Faces of Gore,movie,3.6,350.0,3
Vetri Vizha,movie,6.9,350.0,5
Yamudiki Mogudu,movie,7.4,350.0,4
Master of Dragonard Hill,movie,4.4,350.0,2
This Happy Feeling,movie,5.8,350.0,4
Act of Piracy,movie,4.4,350.0,5
Notes from Dad,movie,6.5,350.0,4
Hot Summer Night,movie,6.1,350.0,4
City of Bad Men,movie,6.0,350.0,4
Bildmakarna,movie,6.5,350.0,4
Jolly Blu,movie,4.2,350.0,0
What's with Wheat?,movie,6.5,350.0,3
Dioses y perros,movie,5.9,350.0,4
Quiero ser (I want to be...),movie,7.2,350.0,6
Stage Struck,movie,5.6,350.0,0
The Betrayer,movie,6.1,350.0,4
Segrt Hlapic,movie,5.4,350.0,2
Becoming Chaz,movie,6.5,350.0,3
Without Bias,movie,7.3,350.0,4
If I Should Fall from Grace: The Shane MacGowan Story,movie,7.3,350.0,3
Killers in the House,movie,5.1,350.0,5
Pelada,movie,7.5,350.0,3
SAZ- the Key of Trust,movie,8.4,350.0,3
Katha Sangama,movie,7.3,350.0,5
"My Teacher, Mr. Kim",movie,6.5,350.0,4
Hari Puttar: A Comedy of Terrors,movie,2.0,350.0,4
"Summer Night with Greek Profile, Almond Eyes and Scent of Basil",movie,5.7,350.0,4
The Little Tin Man,movie,6.2,350.0,4
India Pakistan,movie,5.6,350.0,4
Blondie in Society,movie,6.7,350.0,4
Mummies: Secrets of the Pharaohs,movie,6.4,350.0,6
Pink Floyd: Behind the Wall,movie,6.5,350.0,3
Supervention 2,movie,7.9,350.0,3
The Gift of Love: A Christmas Story,movie,6.7,350.0,4
Patul lui Procust,movie,7.5,350.0,4
A Lesson in Romance,movie,5.2,350.0,4
Three Sad Tigers,movie,7.0,350.0,4
The Glorious Works of G.F. Zwaen,movie,6.7,350.0,5
Toronto Stories,movie,5.5,350.0,4
Umizaru,movie,6.2,350.0,4
Desert Victory,movie,6.4,350.0,3
Deadly Closure,movie,2.3,350.0,5
The Eleventh Year,movie,6.9,350.0,3
Il medico e lo stregone,movie,6.9,350.0,4
Macho Man,movie,4.2,350.0,4
The Hagstone Demon,movie,4.0,350.0,5
Mer dare,movie,7.6,350.0,3
Skeleton on Horseback,movie,7.5,350.0,4
Odjuret,movie,4.8,350.0,5
The Delivery Boy,movie,6.1,350.0,6
Gambling on the High Seas,movie,6.0,350.0,4
Kleine Germanen - Eine Kindheit in der rechten Szene,movie,6.1,350.0,3
Patron Duymasin,movie,6.2,350.0,4
Året gjennom Børfjord,movie,7.7,350.0,6
Full Cycle,movie,3.5,350.0,4
Place du Pont,movie,5.6,350.0,6
Supercell,movie,4.4,349.0,2
Sabel Is Still Young,movie,5.9,349.0,5
Rodeo,movie,6.1,349.0,4
Baby Sitters Jitters,movie,6.9,349.0,6
The Sawyer Massacre,movie,7.0,349.0,5
Love at the Christmas Contest,movie,5.7,349.0,4
"Mark, Mary & Some Other People",movie,5.7,349.0,4
The Dolls,movie,6.1,349.0,4
The Ten Commandments: The Musical,movie,5.3,349.0,0
Hell's Bloody Devils,movie,4.1,349.0,4
Bimbo Movie Bash,movie,3.3,349.0,5
You Belong to Me,movie,5.9,349.0,5
Harvest of Fire,movie,6.6,349.0,4
Woman of Rome,movie,6.6,349.0,4
The Housewife and the Hustler,movie,6.3,349.0,3
Kral Sakir Korsanlar Diyari,movie,4.9,349.0,2
We Are Freestyle Love Supreme,movie,6.9,359.0,0
The Grind,movie,3.8,359.0,5
He Sees You When You're Sleeping,movie,4.8,359.0,4
What Happened in Vegas,movie,6.9,359.0,3
Siren of the Tropics,movie,6.4,359.0,4
We Are the Freaks,movie,4.6,359.0,4
Tiempo sin aire,movie,6.2,359.0,4
The Unforeseen,movie,7.0,359.0,3
All About Love,movie,6.3,359.0,4
The Luring,movie,3.3,359.0,5
Donbass. Okraina,movie,3.6,359.0,4
Until the Birds Return,movie,6.3,359.0,4
White Paws,movie,7.5,359.0,4
Rockin' in the Rockies,movie,5.7,359.0,4
My Effortless Brilliance,movie,5.5,359.0,4
Unidentified,movie,4.1,359.0,5
Gucci Première,movie,6.1,359.0,6
Yakuza Law,movie,6.0,359.0,4
Marry Me for Christmas,movie,5.4,359.0,4
All the Colors of Giallo,movie,6.6,359.0,3
Alien Express,movie,2.5,359.0,5
The Art of Football from A to Z,movie,6.5,359.0,3
Secondløitnanten,movie,6.6,359.0,4
Oru Second Class Yathra,movie,5.3,359.0,4
Bath Buddy,movie,5.9,359.0,4
The Price of Fame,movie,5.5,359.0,3
Johnny Cash: American Rebel,movie,7.6,359.0,3
Marcello Mastroianni: I Remember,movie,7.8,359.0,3
The Ice Cream Wars,movie,3.6,359.0,4
The Green Mare,movie,6.1,359.0,1
Fearless Fagan,movie,5.9,359.0,4
Quod Erat Demonstrandum,movie,7.3,359.0,5
The Unmatchable Match,movie,6.1,359.0,4
Chekhovskie motivy,movie,6.9,359.0,4
"Mysteries of India, Part I: Truth",movie,6.7,359.0,2
Dark Exorcism,movie,4.2,359.0,5
Three Dark Horses,movie,7.3,359.0,6
Great Moments in Aviation,movie,6.2,359.0,4
A Fat Wreck,movie,7.0,359.0,3
Alegre ma non troppo,movie,5.6,359.0,4
Was du nicht siehst,movie,5.8,359.0,5
Execution of Czolgosz with Panorama of Auburn Prison,movie,5.2,359.0,6
The Booze Hangs High,movie,5.2,359.0,6
Pacific 231,movie,6.8,359.0,6
Your Beauty Is Worth Nothing,movie,6.6,359.0,4
Broadway by Light,movie,7.1,359.0,6
Zhizn vperedi,movie,5.5,359.0,4
Et slot i et slot: Krogen og Kronborg,movie,5.8,359.0,6
Prince Violent,movie,7.2,359.0,6
Opera Ball,movie,6.2,359.0,5
Xin zhong you gui,movie,5.5,359.0,5
Combat Sixteen,movie,6.2,359.0,4
Historia kina w Popielawach,movie,6.9,359.0,4
Young Yakuza,movie,6.3,359.0,3
Day of the Sirens,movie,4.5,359.0,5
Two Fencers,movie,4.9,359.0,6
The Legend of the Scarecrow,movie,7.3,359.0,6
Fattah Ainaik,movie,4.8,359.0,4
Bad Santa: Not Your Typical Christmas Movie,movie,7.3,359.0,6
I Hate Toronto: A Love Story,movie,3.3,359.0,4
Wings to Fly,movie,5.4,359.0,4
Deep Trouble,movie,8.0,359.0,4
2nd Class,movie,6.6,359.0,6
Return to Witch Graveyard,movie,6.1,359.0,5
Desaster,movie,5.3,359.0,4
Z: The last summer on earth,movie,1.0,359.0,6
My Sweet Monster,movie,4.9,358.0,2
Miss Viborg,movie,6.5,358.0,4
The Resonator: Miskatonic U,movie,4.9,358.0,5
Jayam,movie,6.3,358.0,4
About Us,movie,5.8,358.0,4
"Hello, My Dolly Girlfriend",movie,5.2,358.0,4
That Lucky Touch,movie,4.8,358.0,4
The Flowers of Evil,movie,5.8,358.0,5
A Royal Christmas on Ice,movie,5.2,358.0,4
Looking for Love,movie,5.6,358.0,0
Hospitality,movie,4.8,358.0,5
High & Low: The Red Rain,movie,6.1,358.0,4
Selfie Dad,movie,4.3,358.0,4
A Quiet Little Marriage,movie,6.1,358.0,4
El fantasma del convento,movie,6.9,358.0,2
Tam Cam: The Untold Story,movie,5.5,358.0,4
Day 13,movie,3.8,358.0,5
Sorority Murder,movie,5.2,358.0,5
86 Melrose Avenue,movie,3.5,358.0,5
Captain Scarlett,movie,4.6,358.0,2
Don't Worry Baby,movie,5.4,358.0,4
Family Drama,movie,7.3,358.0,4
Hierankl,movie,6.4,358.0,4
Two Scoops,movie,4.9,358.0,6
Message from Nam,movie,6.2,358.0,4
Terror Night,movie,5.0,358.0,5
A Love Divided,movie,6.8,358.0,4
Pilot #5,movie,6.1,358.0,4
The Murder Secret,movie,5.2,358.0,5
China's Van Goghs,movie,7.5,358.0,3
Mole Men Against the Son of Hercules,movie,4.8,358.0,2
Szatan z siódmej klasy,movie,6.7,358.0,2
Tian huang ju xing,movie,5.1,358.0,4
One Night the Moon,movie,7.1,358.0,0
Excuse My Dust,movie,6.0,358.0,0
No Place to Hide,movie,6.3,358.0,5
Far til fire med fuld musik,movie,5.7,358.0,4
107 Mothers,movie,7.1,358.0,4
Placebo,movie,7.6,358.0,3
Moneyball: Playing the Game,movie,7.5,358.0,6
XIIa,movie,6.0,358.0,4
Birders: The Central Park Effect,movie,7.3,358.0,3
Henry IV,movie,6.4,358.0,4
Autumn Moon,movie,7.1,358.0,4
The Everlasting Secret Family,movie,5.5,358.0,4
The Boxer and Death,movie,7.7,358.0,4
Magic Mirror,movie,6.8,358.0,4
Osvobozhdenie: Bitva za Berlin,movie,7.5,358.0,1
Far til fire på landet,movie,5.9,358.0,4
Numbered,movie,7.2,358.0,1
On the Quiet,movie,6.1,358.0,4
All-Round Appraiser Q: The Eyes of Mona Lisa,movie,6.0,358.0,5
Inside the Milky Way,movie,8.2,358.0,3
Chantrapas,movie,6.2,358.0,4
Sinister Circle,movie,4.6,358.0,5
Michael Jackson: The Legend Continues,movie,7.9,358.0,3
Casino Raiders II,movie,5.8,358.0,4
Near Death Experience,movie,5.9,358.0,4
The Reflektor Tapes,movie,6.2,358.0,3
Panakkaran,movie,6.8,358.0,4
So So,movie,6.4,358.0,4
A Gentleman's Gentleman,movie,6.6,358.0,2
Tutti contro tutti,movie,5.9,358.0,4
Intimate Bed,movie,6.8,358.0,4
Our Hodja,movie,5.0,358.0,4
Totò e le donne,movie,6.5,358.0,4
"Mies, joka ei osannut sanoa EI",movie,6.6,358.0,4
Surja Dighal Bari,movie,8.7,358.0,4
Avrora,movie,6.0,358.0,4
National Geographic: Beyond the Movie - The Lord of the Rings: Return of the King,movie,6.3,358.0,3
Rock n Roll Nerd,movie,7.7,358.0,3
Pippi's Adventures on the South Seas,movie,4.3,358.0,2
Margo,movie,6.4,358.0,4
Aquarela do Brasil,movie,7.0,358.0,6
Emila nedarbi,movie,8.3,358.0,4
Tange Sazen: Hien iaigiri,movie,6.9,358.0,2
Sorority Scare Game,movie,5.2,358.0,5
A Norman Rockwell Christmas Story,movie,7.0,358.0,4
The Meaning of Monty Python,movie,7.4,358.0,3
Rock the Bells,movie,7.6,358.0,3
That's Right - You're Wrong,movie,6.0,358.0,4
Lickety-Splat,movie,7.2,358.0,6
A Sinner in Mecca,movie,4.7,358.0,3
Shadow of the Eagle,movie,3.3,358.0,0
The City of the Sun,movie,6.7,358.0,4
Case Unknown,movie,6.3,358.0,5
Maskeler De Düser,movie,5.7,358.0,4
Lonely Boy,movie,7.2,358.0,6
Prednosta stanice,movie,7.8,358.0,4
Sábado,movie,6.0,358.0,4
Regarding Buñuel,movie,7.3,358.0,3
Deti Don-Kikhota,movie,7.5,358.0,4
Dawn/Spring,movie,8.1,358.0,4
In the Garden,movie,6.8,358.0,6
Valse Triste,movie,6.0,358.0,6
The Truck Farmer,movie,2.4,358.0,6
The Disturbant,movie,4.7,358.0,4
Three Day Millionaire,movie,5.2,357.0,4
Gun Belt,movie,5.8,357.0,4
Fathers and Mothers,movie,6.0,357.0,4
Fantasm Comes Again,movie,4.5,357.0,4
A Case of Rape,movie,7.8,357.0,4
Ring of Darkness,movie,4.5,357.0,5
Mindfield,movie,4.7,357.0,5
A Noble Lie: Oklahoma City 1995,movie,7.1,357.0,3
Mermaids: The New Evidence,movie,4.4,357.0,5
Amavas,movie,2.8,357.0,5
Crayon Shin-chan Movie 23: Ora No Hikkoshi Monogatari - Saboten Daisuugeki,movie,6.6,357.0,2
Golfballs!,movie,3.9,357.0,4
The 2000 Year Old Man,movie,7.4,357.0,2
The Rope Curse,movie,5.3,357.0,5
Cathouse,movie,5.8,357.0,3
The Littlest Angel,movie,6.1,357.0,4
The Color of Love: Jacey's Story,movie,6.7,357.0,4
"Weekend, Italian Style",movie,6.4,357.0,4
Everything That Rises,movie,6.5,357.0,2
Giovanni Falcone,movie,7.0,357.0,4
Zonad,movie,5.2,357.0,4
Anomaly,movie,2.7,357.0,5
Mother Ghost,movie,6.3,357.0,4
De Dhakka 2,movie,6.6,357.0,4
Gods,movie,5.9,357.0,4
ExPatriot,movie,4.6,357.0,5
Requiem for Murder,movie,4.8,357.0,5
Good Gals,movie,5.6,357.0,4
Flood: A River's Rampage,movie,4.6,357.0,4
Min søsters børn vælter byen,movie,5.5,357.0,4
Escape from Raqqa,movie,6.2,357.0,5
Miss Tanakpur Haazir Ho,movie,5.4,357.0,4
Dead Men Ride,movie,6.8,357.0,4
Hollow Gate,movie,3.2,357.0,5
Artworks,movie,4.8,357.0,4
Dark Sense,movie,4.8,357.0,5
Tabi no robo kara,movie,6.8,357.0,6
Divine Access,movie,5.7,357.0,4
Pikachu & Pichu,movie,5.9,357.0,6
Take a Deep Breath,movie,5.6,357.0,4
Three Blind Mice,movie,6.4,357.0,4
Off Season,movie,5.6,357.0,4
The Killer Snakes,movie,6.1,357.0,5
Acceptance,movie,5.1,357.0,4
L'amore ritrovato,movie,5.7,357.0,4
The Rocket Post,movie,6.6,357.0,4
The Contest,movie,7.5,357.0,4
The Adventures of Smilin' Jack,movie,6.4,357.0,2
Jerry-Go-Round,movie,5.9,357.0,6
Golf Punks,movie,4.2,357.0,4
Late Summer,movie,5.2,357.0,5
Die Abenteuer des Werner Holt,movie,7.5,357.0,4
Law and Order,movie,7.7,357.0,3
